tu papá,papá tuyo,,,
mi papá,papá mío,,,
su abuelo,abuelo suyo,,,
tu abuelo,abuelo tuyo,,,
mi abuelo,abuelo mío,,,
su abuela,abuela suya,,,
mi abuela,abuelo mujer mía,,,
mis tíos,tío ellos míos,,,
mi tío,tío mío,,,
tu tío,tío tuyo,,,
mi hijo,hijo mío,,,
tu hijo,hijo tuyo,,,
mi hija,hijo mujer mía,,,
mi sobrino,sobrino mío,,,
mi sobrina,sobrino mujer mía,,,
mi hermano,hermano mío,,,
mis hermanos,sobrino ellos,,,
mi hermana,hermano mujer mía,,,
mi primo,primo mío,,,
mis primos,primo ellos míos,,,
mi prima ,primo mujer mía,,,
mis primas,tió ellos míos,,,
mi amigo,amigo mío,,,
mis amigos,amigo ellos míos,,,
mi amiga,amigo mujer mía,,,
mis amigas,amigo mujer ellas mías,,,
los maestros,maestro ellos,,,
mi maestro,maestro mío,,,
mi maestra,maestro mujer mía,,,
las maestras,maestro mujer ellas,,,
mi tía,tío mujer mío,,,
mis tías,tío mujer plura mío,,,
mi novia,novio mujer mía,,,
mi novio,novio mío,,,
mis perros,perro cl+cl+cl míos,,,
mi perro,perro mío,,,
mi perra,perro mujer mía,,,
mi casa,casa mía,,,
mi gato,gato mío,,,
mis gatos,gato cl+cl+cl mío,,,
mi abuelo,abuelo mío,,,
mis abuelos,abuelo ellos míos,,,
mis autos,amigo mujer ellas mías,,,
él viaja en avión,él avión viajar,,,
tu gato está enfermo,gato tuyo enfermo,,,
mi gato está enfermo,gato mío enfermo,,,
su gato está bonito,gato suyo bonito,,,
mi mamá está pensativa,mamá mía pensativa,,,
tu mamá está seria,mamá tuya seria,,,
su mamá está loca,mamá suya loca,,,
mi papá está enojado,papá mío enojado,,,
mi papá es enojón,papá mío enojón así,,,
su hermano está alegre,hermano suyo alegre,,,
mi mamá está alegre,mamá mía alegre,,,
tu perro está agresivo,perro tuyo agresivo,,,
tu perro es agresivo,perro tuyo agresivo así,,,
su perro está limpio,perro suyo limpio,,,
tu amiga es tierna,amiga tuya tierna así,,,
mi amiga está enojada,amigo mujer mía enojada,,,
su amiga está tranquila,amigo mujer suya tranquila,,,
mi papá está gritando,papá mío gritar,,,
tu papá está jugando ajedrez,papá tuyo ajedrez jugar,,,
me gusta aprender,yo aprender gustar,,,
te gusta aprender,tu aprender gustar,,,
nos gusta aprender,nosotros aprender gustar,,,
les gusta aprender,ellos aprender gustar,,,
le gusta aprender,ella aprender gustar,,,
le gusta aprender,él aprender gustar,,,
les gusta aprender,ustedes aprender gustar,,,
su papá está aprendiendo inglés,papá suyo inglés aprender,,,
el tiene una pelota roja,el pelota roja tener,,,
ella tiene una bicicleta gris,ella bicicleta gris tener,,,
mi cuñado tiene un carro blanco,cuñado mío carro blanco tener,,,
mi prima tiene amigos,primo mujer amigo ellos tener,,,
mi prima tiene un suéter gris,primo mujer mía suéter gris tener,,,
mi prima tiene un reloj,primo mujer mía reloj tener,,,
mi abuela tiene hambre,abuelo mujer mía hambre tener,,,
mi primo tiene un carro,primo mío carro tener,,,
mis primos tienen un carro,primo ellos míos carro tener,,,
la pelota de mi nieto,nieto mío pelota suya,,,
los juguetes del perro,abuelo ellos míos,,,
las ventanas de la casa,casa ventana+ventana+ventana suyas,,,
la guitarra de mi cuñado,cuñado mío guitarra suya,,,
las puertas de la casa,casa puerta+puerta+puerta suyas,,,
la casa de mi abuelo,abuelo mío casa suya,,,
la sudadera de mi mamá,mamá mía sudadera suya,,,
la hija de mi tía,tío mujer mía hijo mujer ella suya,,,
las hijas de mi tía,tío mujer mía hijo mujer ellas suya,,,
la escuela de mi sobrina,sobrino mujer mía escuela suya,,,
mi hijo va a la escuela de lunes a viernes,lunes a viernes hijo mío escuela ir,,,
mi hija va a la escuela de lunes a viernes,lunes a viernes hijo mujer mío escuela ir,,,
mis hijos van a la escuela de lunes a viernes,lunes a viernes hijos míos escuela ir,,,
mi hermana está distraída,hermano mujer mía distraída,,,
mis sobrinos van a la escuela de lunes a viernes,lunes a viernes sobrino ellos mío escuela ir,,,
mis sobrinas van a  la escuela semanalmente,lunes a viernes sobrina ellas mío escuela ir,,,
los niños van a la escuela semanalmente,lunes a viernes niño ellos escuela ir,,,
las niñas van a la escuela de lunes a viernes,lunes a viernes niño mujer ellas escuela ir,,,
las niñas van a la escuela semanalmente,lunes a viernes niño mujer ellas escuela ir,,,
mi sobrina va a la escuela de lunes a viernes,lunes a viernes sobrino mujer ella ir,,,
mi sobrino va a la escuela de lunes a viernes,lunes a viernes sobrino él ir,,,
el desayuno está listo,desayuno listo,,,
la comida está lista,comida lista,,,
el desayuno está caliente,desayuno caliente,,,
la cena está fría,cena fría,,,
el desayuno está servido,desayuno servido,,,
la comida está servida,comida servida,,,
la cena está servida,cena servida,,,
el suéter es blanco,suéter blanco,,,
el suéter es negro,suéter negro,,,
el suéter es rosa,suéter rosa,,,
el suéter es amarillo,suéter amarillo,,,
el suéter es verde,suéter verde,,,
el suéter es azul,suéter azul,,,
tus ojos son cafés,ojos tuyos cafés,,,
su cabello es rizado,cabello suyo rizado,,,
su frente es amplia,frente suya amplia,,,
el cielo es azul,cielo azul,,,
el cielo está azul,cielo azul,,,
la pelota es roja,pelota roja,,,
la pelota es negra,pelota negra,,,
la pelota es azul,pelota azul,,,
la pelota es rosa,pelota rosa,,,
la pelota es amarilla,pelota amarilla,,,
la pelota es café,pelota café,,,
la ropa está sucia,ropa sucia,,,
la ropa está limpia,ropa limpia,,,
el clima es frío,clima frío,,,
el clima parece cálido,clima parece cálido,,,
el clima es cálido,clima cálido,,,
el niño es enojón,niño enojado así,,,
el niño está enojado,niño enojado,,,
las niñas juegan en el parque,parque ahí niño mujer ellas jugar,,,
yo juego futbol en la calle,calle ahí yo futbol jugar,,,
él juega futbol en la calle,calle ahí él futbol jugar,,,
tú juegas futbol en la calle,calle ahí tú futbol jugar,,,
jugamos futbol en la calle,calle ahí nosotros futbol jugar,,,
ellos juegan futbol en la calle,calle ahí ellos futbol jugar,,,
juegan futbol en la calle,calle ahí ellos (as) (ustedes) futbol jugar,,,
ellas juegan futbol en la calle,calle ahí ellas futbol jugar,,,
los niños juegan futbol en la calle,calle ahí niño ellos futbol jugar,,,
las niñas juegan futbol en la calle,calle ahí niño mujer ellas futbol jugar,,,
mis amigos juegan futbol en la calle,calle ahí amigos ellos futbol jugar,,,
mi tío juega futbol en la calle,calle ahí tío mío futbol jugar,,,
el niño juega en el parque,parque ahí niño jugar,,,
mi primo juega futbol en la calle,primo mío futbol jugar,,,
el siempre está feliz,siempre él feliz,,,
siempre estamos felices,siempre nosotros felices,,,
siempre están felices,siempre ellos felices,,,
ella siempre está feliz,siempre ella feliz,,,
siempre estamos contentos,siempre nosotros contentos,,,
siempre están contentos,siempre ellos contentos,,,
el siempre está contento,siempre él contento,,,
ella siempre está contenta,siempre ella contenta,,,
siempre estamos contentos,siempre nosotros contentos,,,
siempre están contentos,siempre ustedes contentos,,,
siempre están contentos,siempre ellos contentos,,,
la maestra parece enojada,maestro mujer ella enojada,,,
la maestra está enojada,maestro mujer ella enojada,,,
las niñas bailan,niño mujer ellas bailar,,,
las niñas cantan,niño mujer ellas cantar,,,
las niñas gritan,niño mujer ellas gritar,,,
las niñas juegan,niño mujer ellas jugar,,,
las niñas estudian,niño mujer ellas estudiar,,,
las niñas corren,niño mujer ellas correr,,,
las niñas nadan,niño mujer ellas nadar,,,
las niñas son alegres,niño mujer ellas alegres así,,,
las niñas son enojonas,niño mujer ellas enojonas así,,,
los niños son tiernos,niño ellos tiernos así,,,
los niños son jóvenes,niño ellos jovenes así,,,
los niños bailan,niño ellos bailar,,,
los niños cantan,niño ellos cantar,,,
los niños gritan,niño ellos gritar,,,
los niños juegan,niños ellos jugar,,,
los niños estudian,niños ellos estudiar,,,
los niños corren,niños ellos correr,,,
los niños nadan,niños ellos nadar,,,
el monumento es viejo,monumento viejo,,,
mi abuelo es viejo,abuelo mío viejo,,,
mi abuelo está viejo,abuelo mío viejo,,,
los abuelos son viejos,abuelo ellos viejos,,,
el pasto es verde,pasto verde,,,
el gato café es tranquilo,gato café tranquilo,,,
el gato café parece tranquilo,gato café parece tranquilo,,,
el gato café es calmado,gato café tranquilo,,,
el gato blanco parece tranquilo,gato blanco tranquilo,,,
el gato café está tranquilo,gato café tranquilo,,,
el gato está arriba de la mesa,mesa cl gato cl,,,
el gatito café es tranquilo,gato café tranquilo,,,
los gatos son ruidosos,gato cl+cl+cl ruidosos,,,
los gatitos son ruidosos,gato cl+cl+cl ruidosos,,,
mis amigos son serios,amigo ellos míos serios,,,
el paisaje es hermoso,paisaje hermoso,,,
el perro,perro ,,,
los perros son agresivos,perro cl+cl+cl agresivos,,,
los perros parecen agresivos,perro cl+cl+cl parecen agresivos,,,
los perros,perro cl+cl+cl,,,
las casas,casa +casa+casa,,,
la casa,casa,,,
la playa está desierta,playa desierta,,,
la playa parece desierta,playa  parece  desierta,,,
las casas están abandonadas,casa+casa+casa parecen abandonadas,,,
las casas parecen abandonadas,casa+casa+casa parecen abandonada,,,
el auto es plateado,auto plateado,,,
los autos descompuestos son blancos,auto+auto+auto blanco descompuestos,,,
los autos están descompuestos,auto descompuesto,,,
los árboles,arbol+arbol+arbol,,,
los árboles son verdes,arbol+arbol+arbol verdes,,,
las sillas,silla+silla+silla,,,
los autos,auto+auto+auto,,,
las puertas,puerta+puerta+puerta,,,
el auto azul es grande,auto azul grande,,,
los autos azules son lindos,auto+auto+auto lindos,,,
la casa blanca es chica,casa blanca chica,,,
las casas blancas son chicas,casa+casa+casa blancas chicas,,,
los niños son gordos,niño ellos gordo,,,
los hombres son serios,hombre ellos serios,,,
los hombres parecen serios,hombre ellos parecen serios,,,
yo soy enojona,yo enojona así,,,
tú eres enojón,tú enojón así,,,
él es enojón,él enojón así,,,
ella es enojona,ella enojona así,,,
ustedes son enojones,ustedes enojones así,,,
nosotros somos enojones,nosotros enojones así,,,
ellos son enojones,ellos enojones así,,,
ellas son enojonas,ellas enojonas así,,,
ustedes son enojones,ustedes enojones así,,,
ustedes son enojonas,ustedes enojonas así,,,
la niña es enojona,niño mujer enojona así,,,
los niños son enojones,niño ellos enojones así,,,
las niñas son enojonas,niño mujer ellas enojonas así,,,
el niño es enojón,niño enojon así,,,
mi mamá es enojona,mamá mía enojona así,,,
mi papá es enojón,papá mío enojón así,,,
mi tía es enojona,tío mujer mía enojona así,,,
mi tío es enojón,tío mío enojón así,,,
mi abuela es enojona,abuelo mujer mía enojona así,,,
mi abuelo es enojón,abuelo mío enojón así,,,
mi amigo es enojón,amigo mío enojón así,,,
mi amiga es enojona,amigo mujer enojona así,,,
tu mamá es enojona,mamá tuya enojona así,,,
tu papá es enojón,papá tuyo enojón así,,,
tu tía es enojona,tío mujer tuya enojona así,,,
tu amiga es enojona,amiga tuya enojona así,,,
tu amigo es enojón,amigo tuyo enojón así,,,
tu tío es enojón,tío tuyo enojón así,,,
tu abuela es enojona,abuelo mujer tuya enojona así,,,
tu abuelo es enojón,abuelo tuyo enojón así,,,
tu prima es enojona,primo mujer tuya enojona así,,,
tu primo es enojón,primo tuyo enojón así,,,
yo estoy enojado,yo enojado,,,
yo estoy enojada,yo enojada,,,
tú estás enojado,tú enojado,,,
él está enojado,él enojado,,,
ella está enojada,ella enojada,,,
ustedes están enojados,ustedes enojados,,,
nosotros estamos enojados,nosotros enojados,,,
ellos están enojados,ellos enojados,,,
ellas están enojadas,ellas enojadas,,,
ustedes están enojadas,ustedes enojadas,,,
ustedes están enojados,ustedes enojados ,,,
mi mamá está enojada,mamá mía enojada,,,
mi papá está enojado,papá mío enojado,,,
mi tía está enojada,tío mujer mía enojada,,,
mi tío está enojado,tío mío enojado,,,
mi abuela está enojada,abuelo mujer mía enojada,,,
mi abuelo está enojado,abuelo mío enojado,,,
mi amigo está enojado,amigo mío enojado,,,
mi amiga está enojada,amigo mujer enojada,,,
tu mamá está enojada,mamá tuya enojada,,,
tu papá está enojado,papá tuyo enojado,,,
tu tía está enojada,tío mujer tuya enojada,,,
tu amiga está enojada,amiga tuya enojada,,,
tu amigo está enojado,amigo tuyo enojado,,,
tu tío está enojado,tío tuyo enojado,,,
tu abuela está enojada,abuelo mujer tuya enojada,,,
tu abuelo está enojado,abuelo tuyo enojado,,,
tu prima está enojada,primo mujer tuya enojada,,,
tu primo está enojado,primo tuyo enojado,,,
los niños están enojados,niño ellos enojados,,,
las niñas están enojadas,niño mujer ellas enojadas,,,
la mujer está enojada,mujer enojada,,,
la mujer es enojona,mujer enojona así,,,
yo soy alegre,yo alegre así,,,
tú eres alegre,tú alegre así,,,
él es alegre,él alegre así,,,
nosotros somos alegres,nosotros alegres así,,,
ustedes son alegres,ustedes alegres así,,,
ellos son alegres,ellos alegres así,,,
ellas son alegres,ellas alegres así,,,
mi mamá es alegre,mamá mía alegre así,,,
mi papá es alegre,papá mío alegre así,,,
mi amigo es alegre,amigo mío alegre así,,,
mi amiga es alegre,amigo mujer mía alegre así,,,
mi abuelo es alegre,abuelo mío alegre así,,,
mi abuela es alegre,abuelo mujer mía alegre así,,,
mi tío es alegre,tío mío alegre así,,,
mi tía es alegre,tío mujer mía alegre así,,,
mi novio es alegre,novio mío alegre así,,,
la niña es alegre,niño mujer alegre así,,,
el niño es alegre,niño alegre así,,,
yo estoy alegre,yo alegre,,,
tú estás alegre,tú alegre ,,,
él está alegre,él alegre,,,
nosotros estamos alegres,nosotros alegres,,,
ustedes están alegres,ustedes alegres,,,
ellos están alegres,ellos alegres,,,
ellas están alegres,ellas alegres,,,
mi mamá está alegre,mamá mía alegre,,,
mi papá está alegre,papá mío alegre,,,
mi amigo está alegre,amigo mío alegre,,,
mi amiga está alegre,amigo mujer mía alegre,,,
mi abuelo está alegre,abuelo mío alegre,,,
mi abuela está alegre,abuelo mujer mía alegre,,,
mi tío está alegre,tío mío alegre,,,
mi tía está alegre,tío mujer mía alegre ,,,
mi novio es alegre,novio mío alegre,,,
la niña está alegre,niño mujer alegre,,,
el niño está alegre,niño alegre,,,
las niñas están alegres,niño mujer ellas alegres,,,
los niños están alegres,niño ellos alegres,,,
las mujeres están cansadas,mujer ellas cansadas,,,
el niño es gordo,niño gordo,,,
la niña es gorda,niño mujer gorda,,,
el niño,niño,,,
los niños parecen felices,niño ellos parecen felices,,,
los niños son felices,niño ellos feliz así,,,
los niños están felices,niño ellos feliz,,,
el niño está feliz,niño feliz,,,
el niño es feliz,niño feliz así,,,
el niño llora,niño llora,,,
los niños están felices,niño ellos felices,,,
los niños parecen felices,niño ellos parecen felices,,,
la niña está triste,niño mujer triste,,,
las mujeres están tristes,mujer ellas tristes,,,
los hombres están tristes,hombre ellos tristes,,,
los hombres están nerviosos,hombre ellos nerviosos,,,
los niños están impacientes,niño ellos impacientes,,,
las niñas están impacientes,niño mujer ellas impacientes,,,
las niñas están felices,niño mujer ellas felices,,,
la maestra es gorda,maestro mujer gorda,,,
la niña,niño mujer,,,
"la bandera es verde, blanco y rojo",bandera verde blanco rojo,,,
mi papá tiene un carro azul,papá mío carro azul tener,,,
mi mamá usa un vestido rojo,mamá mía vestido rojo usar,,,
mi perro come carne roja,perro mío carne roja comer,,,
mi tía corta el pasto seco,tío mujer mía pasto verde cortar,,,
tu abuela prepara chocolate caliente,abuela tuya chocolate caliente preparar,,,
mi novio tiene lentes redondos,novio mío lentes redondos tener,,,
tu tía maneja un carro pequeño,tía tuya carro pequeño manejar,,,
mi prima fue a una fiesta ayer,ayer fiesta primo mujer ir,,,
el murió ayer,ayer el morir,,,
ayer estuve ocupada,ayer yo ocupado estar,,,
ayer estuve ocupado,ayer yo ocupado estar,,,
ayer hacía calor,ayer calor,,,
ayer hacía frío,ayer frío,,,
murió ayer,ayer el morir,,,
hablamos ayer,ayer nosotros hablar,,,
habló ayer,ayer yo hablar,,,
hablaron ayer,ayer ustedes hablar,,,
hablaron ayer,ayer ellos hablar,,,
hablaron ayer,ayer ellas hablar,,,
hablaste ayer,ayer tú hablaste,,,
murió ayer,ayer ella morir,,,
ayer vino TOM,ayer TOM venir,,,
mi primo fue a la escuela ayer,ayer escuela primo mío ir,,,
ayer hizo calor,ayer calor,,,
ayer nevó,ayer nevar,,,
ayer comí huevos,ayer yo huevos comer,,,
comí pescado ayer,ayer yo pescado comer,,,
ayer comí pescado,ayer yo pescado comer,,,
estuve enfermo ayer,ayer yo enfermo,,,
ayer estaba enfermo,ayer yo enfermo,,,
estuve ocupado la semana pasada,semana pasada yo ocupado estar,,,
estuve ocupada la semana pasada,semana pasada yo ocupada estar,,,
el anciano murió la semana pasada,semana pasada anciano morir,,,
la semana pasada estaba en el hospital,semana pasada hospital yo estar,,,
estuve en el hospital la semana pasada,semana pasada hospital yo estar,,,
ella se fue de viaje la semana pasada,semana pasada ella viajar,,,
recibí una carta la semana pasada,semana pasada yo carta recibir,,,
recibí un correo la semana pasada,semana pasada yo correo recibir,,,
la semana pasada comí pizza todos los días,semana pasada todos los días yo pizza comer,,,
él fue a la playa la semana pasada,semana pasada playa él ir,,,
ella compró un coche la semana pasada,semana pasada ella coche comprar,,,
él hizo eso la semana pasada,semana pasada éleso hacer,,,
fui a ver a su hermana la semana pasada,"semana pasada hermana suya ella, yo ver",,,
su padre murió la semana pasada,semana pasada padre suyo morir,,,
¿cuántos plátanos te comiste la semana pasada?,¿semana pasada tú platanos comer cuántos?,,,
¿cuánto dinero gastaste la semana pasada?,¿semana pasada tú dinero gastar cuánto?,,,
Él fue a Estados Unidos la semana pasada,semana pasada Estados Unidos él ir,,,
ayer estaba enferma,ayer yo enfermo,,,
fui a la escuela ayer,ayer escuela yo ir,,,
ayer fue lunes,ayer lunes,,,
comí curri ayer,ayer yo curri comer,,,
¿estudiaste ayer?,¿ayer tú estudiar?,,,
¿Hizo frío ayer?,¿ayer frío?,,,
ayer estaba nublado,ayer nublado ,,,
nos conocimos ahí ayer,ayer ahí nosotros conocer,,,
pasó ayer,ayer pasar,,,
¿nadaste ayer?,¿ayer tú nadar?,,,
¿trabajaste ayer?,¿ayer tú trabajar?,,,
ocurrió ayer,ayer ocurrir,,,
ayer estuve allí,ayer allí estar,,,
TOM vió a ANA ayer,"ayer ANA ella, TOM ver",,,
el se fue a casa ayer,ayer casa ahí él ir,,,
ayer no comí,ayer yo comer nada,,,
ayer le ayudé,"ayer él, yo ayudar",,,
ayer les ayudé,"ayer ellos, yo ayudar",,,
ayer les ayudé,"ayer ustedes, yo ayudar",,,
ayer compré esto,ayer yo esto comprar,,,
ayer vine aquí,ayer aquí ahí yo venir,,,
ellos nos vieron ayer,ayer nosotros ellos ver,,,
me despidieron ayer,ayer yo despedido,,,
te veremos el próximo lunes,próximo lunes nosotros tú ver,,,
el próximo viernes comeré pizza,próximo viernes yo pizza comer,,,
mi departamento tiene ventanas grandes,departamento mío ventana+ventana+ventana tener,,,
tu casa es grande,casa tuya grande,,,
tu casa está grande,casa tuya grande,,,
los lentes son negros,lentes negros,,,
los autos,auto ellos,,,
mi hija quiere comer,hijo mujer mía comer querer,,,
mi hijo quiere comer,hijo mío comer querer,,,
a mi hermana le gusta platicar,hermano mujer mío platicar gustar,,,
a mi hermana no le gusta platicar,hermano mujer mío platicar gustar no,,,
a mi hermano le gusta platicar,hermano mío platicar gustar,,,
a mi hermano no le gusta platicar,hermano mío platicar gustar no,,,
a mi abuela no le gusta platicar,abuelo mujer mía platicar gustar no,,,
a mi abuela le gusta platicar,abuelo mujer mía platicar gustar,,,
a mi papá le gusta trabajar,papá mío trabajar gustar,,,
a mi papá no le gusta trabajar,papá mío trabajar gustar no,,,
a mi mamá le gusta pasear,mamá mía pasear gustar,,,
a mi mamá no le gusta pasear,mamá mío pasear gustar no,,,
tu papá tiene una corbata azul,papá tuyo corbata azul tener,,,
tus amigos cuentan chistes graciosos,amigo ellos tuyos chistes graciosos contar,,,
tu maestra es inteligente,maestro mujer inteligente tuyo,,,
tu maestro está enojado,maestro enojado tuyo,,,
tu maestro es enojón,maestro enojón tuyo así,,,
tu mamá,mamá tuya,,,
tu papá,papá tuyo,,,
tu abuelo,abuelo tuyo,,,
tu abuela,abuelo mujer tuya,,,
tu tío,tío tuyo,,,
tu hijo,hijo tuyo,,,
tu hija,hijo mujer tuya,,,
tu sobrino,sobrino tuyo,,,
tus sobrinos,sobrino ellos tuyos,,,
tu sobrina,sobrino mujer tuya,,,
tus sobrinas,amigo ellos tuyos chistes graciosos contar,,,
tu hermano,hermano tuyo,,,
tu hermana,hermano mujer tuyo,,,
tus hermanas,hermano mujer tuyos,,,
tu maestro,maestro tuyo,,,
tu maestra,maestra tuya,,,
tu primo,primo tuyo,,,
tus primos,sobrino ellos tuyos,,,
tu prima ,primo mujer tuya,,,
tus primas,primo mujer ellas tuyas,,,
tu hermana,hermano mujer tuya,,,
tus hermanas,hermano mujer ellas tuyas,,,
tu tía,tío mujer tuya,,,
tu abuelo,abuelo tuyo,,,
tus abuelos,abuelo ellos tuyos,,,
tu abuela,abuelo mujer tuya,,,
tus abuelas,abuelo mujer ellas tuyas,,,
tu amigo,amigo tuyo,,,
tus amigos,amigo ellos tuyos,,,
tu amiga,amigo mujer tuya,,,
tus amigas,amigo mujer ellas tuyas,,,
tu perro,perro tuyo,,,
tus perros,perro cl+cl+cl tuyos,,,
tu gato,gato tuyo,,,
tus gatos,gato cl+cl+cl tuyos,,,
tu novia,novio mujer tuya,,,
tu vida,vida tuya,,,
tu novio,novio tuyo,,,
tu amigo,amigo tuyo,,,
tus amigos,primo mujer ellas mías,,,
tu amiga,amigo mujer tuya,,,
tus amigas,amigo mujer ellas tuyas,,,
su mamá,mamá suya,,,
su papá,papá suyo,,,
su abuelo,abuelo suyo,,,
su abuela,abuelo mujer suya,,,
su tío,tío suyo,,,
su tía,tío mujer suyo,,,
su hijo,hijo suyo,,,
sus hijos,hijo ellos suyos,,,
su hija,hijo mujer suya,,,
sus hijas,hijo mujer ellas suya,,,
su sobrino,sobrino suyo,,,
su sobrina,sobrino mujer suya,,,
sus sobrinas,sobrino mujer ellas suyas,,,
su hermano,hermano suyo,,,
sus hermanos,hermano ellos suyos,,,
su primo,primo suyo,,,
sus primos,primo mujer ellas tuyas,,,
su prima es baja,primo mujer suya baja,,,
su prima ,primo mujer suya,,,
sus primas,primo mujer ellas suyas,,,
su hermana,hermano mujer suya,,,
su tía,tío mujer suya,,,
su abuelo,abuelo suyo,,,
su abuelo es viejo,abuelo suyo viejo,,,
su amigo es inteligente,amigo suyo inteligente,,,
sus amigos,hijo ellos suyo,,,
su amigo,amigo suyo,,,
yo soy alta,yo alta,,,
tú eres alta,tú alta,,,
somos altos,nosotros altos,,,
ustedes son altos,ustedes altos,,,
ellos son altos,ellos altos,,,
ellas son altas,ellas altas,,,
mi mamá es alta,mamá alta,,,
mi papá es alto,papá alto,,,
mi hermano es alto,hermano alto,,,
mi hermana es alta,hermana alta,,,
mi novio es alto,novio alto,,,
él es alto,él alto,,,
mi novia es alta,novia alta,,,
el niño es alto,niño alto,,,
la niña es alta,niña alta,,,
los niños son altos,niño ellos altos,,,
las niñas son altas,niña ellas altas,,,
su amiga es alta,amigo mujer suya alta,,,
su amiga,amigo suya,,,
su casa es blanca,casa suya blanca,,,
su perro es café,perro suyo café,,,
los perros son agresivos,perro cl+cl+cl agresivos,,,
los perros juegan en el parque,parque ahí perro cl+cl+cl jugar,,,
sus perros son pequeños,perro cl+cl+cl suyos pequeños,,,
su gato es blanco,gato suyo blanco ,,,
su perro,perro suyo,,,
sus perros,perro cl+cl+cl suyos,,,
su gato,gato suyo,,,
sus gatos,gato cl+cl+cl suyo,,,
su familia,familia suya,,,
su casa,casa suya,,,
su novio ,novio suyo,,,
su novio es guapo,novio suyo guapo,,,
su novia,novia suya,,,
su novia es celosa,novio mujer suya celosa,,,
su vida,vida suya,,,
su maestra,maestra suya,,,
su maestro,maestro suyo,,,
nombre,nombre,,,
nuestra mamá,mamá nuestra,,,
nuestro papá,papá nuestro,,,
nuestro abuelo,abuelo nuestro,,,
nuestra abuela,abuela nuestra,,,
nuestro tío,tío nuestro,,,
nuestro hijo,hijo nuestro,,,
nuestra hija,hijo mujer nuestra,,,
nuestro sobrino,sobrino nuestro,,,
nuestra sobrina,sobrino mujer nuestra,,,
nuestro hermano,hermano suyo,,,
nuestro primo,primo nuestro,,,
nuestra prima ,primo mujer nuestra,,,
nuestra hermana,hermano mujer nuestra,,,
nuestra tía,tío mujer nuestra,,,
nuestro abuelo,abuelo nuestro,,,
nuestra abuela,abuelo mujer nuestra,,,
nuestro amigo,amigo nuestro,,,
nuestra amiga,amigo mujer nuestra,,,
nuestro perro,perro nuestro,,,
nuestro gato,gato nuestro,,,
nuestra familia,familia nuestra,,,
nuestra casa,casa nuestra,,,
nuestro novio,novio nuestro,,,
nuestra novia,novio mujer nuestra,,,
ella se peina,ella peinar,,,
la niña se peina,niño mujer ella peinar,,,
la mujer se arrepiente,mujer ella arrepentir,,,
la maestra se queja,maestro mujer ella quejar,,,
mi papá se enoja,papá mío enojado,,,
él se baña,él bañar,,,
ella se viste,ella vestir,,,
el niño se peina,niño él peinar,,,
el hombre se arrepiente,hombre él arrepentir,,,
el maestro se queja,maestro él quejar,,,
mi mamá se molesta,mamá mía molestar,,,
ella se baña,ella bañar,,,
tu papá se peina,papá tuyo peinar,,,
él se queja,él quejar,,,
ella se divierte,ella divertir,,,
él se divierte,él divertir,,,
el hombre se peina,hombre él peinar,,,
tú te admiras a ti mismo,tú solita admirar,,,
yo me amo a mí misma,yo solita amar,,,
tú te amas a ti mismo,tú solito amar,,,
él se ama a si mismo,él solito amar,,,
el maestro se ama a si mismo,maestro solito amar,,,
las niñas venden zapatos,niño mujer ellas zapatos vender,,,
los niños venden dulces,niño ellos dulces vender,,,
el maestro quiere un libro,maestro él revista querer,,,
la maestra quiere una manzana,maestro mujer ella manzana querer,,,
los niños quieren dulces,niño ellos dulces querer,,,
las niñas quieren comer,niño mujer ellas comer querer,,,
mamá quiere un yogur,mamá yogur querer,,,
papá quiere bailar,papá bailar querer,,,
su vida,vida suya,,,
"hola, ¡gusto en conocerte!",hola gustar conocer tú,,,
mucho gusto conocerte,gustar conocer tú,,,
"hola, ¡gusto en conocerlos!",hola gustar conocer ustedes,,,
mucho gusto conocerlos,gustar conocer ustedes,,,
"hola, ¡gusto en conocerlos!",hola gustar conocer ellos,,,
mucho gusto conocerlos,hola gustar conocer ellos,,,
¿cómo?,¿cómo?,,,
¿cómo estás?,¿cómo estar tú?,,,
¿cómo están?,¿cómo estar ustedes?,,,
¿cómo están?,¿cómo estar ellos?,,,
¿cómo está tu mamá?,¿cómo estar ellos?,,,
¿cuál?,¿cuál?,,,
¿cuál es tu nombre?,¿tú nombre cuál?,,,
¿cuál es su nombre?,¿usted nombre cuál?,,,
¿cuál es su nombre?,¿ellos nombre cuál?,,,
¿qué?,¿qué?,,,
¿qué haces?,¿tú hacer qué?,,,
¿qué haces de lunes a viernes?,¿lunes a viernes tú hacer qué?,,,
¿qué hacen de lunes a viernes?,¿lunes a viernes ellos (ellas) (ustedes) hacer qué?,,,
¿qué hacen?,¿ellos (ellas) (ustedes) hacer qué?,,,
¿qué estás haciendo ?,¿ahorita tú hacer qué?,,,
¿qué están haciendo ?,¿ahorita ellos (ellas) ustedes hacer qué?,,,
¿qué harás mañana?,¿mañana tú hacer qué?,,,
¿qué harán mañana?,¿ellos (ellas) (ustedes) hacer qué?,,,
¿qué harás en la noche?,¿futuro noche tú hacer que?,,,
¿qué harás en la tarde?,¿futuro tarde tú hacer que?,,,
¿qué harán en la noche?,¿futuro noche ellos (ellas) (ustedes) hacer que?,,,
¿qué harás hoy?,¿hoy tú hacer qué?,,,
¿qué harás el viernes?,¿futuro viernes tú hacer qué?,,,
